REGION,IS_AlemAgro?,APPLICANT_NAME,Сумма Субсудии,YEAR
Костанайская область,Other,ИП АБИЛЕВ К.К.,1565469.5600000003,2020
Карагандинская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"НОВЫЙ КРОНШТАДТ""""""",1562472,2020
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""КВАРТА-1""",1562414.4700000002,2021
Костанайская область,Other,Крестьянское хозяйство Свирский Александр Васильевич,1559481,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Есиль-2020""",1555586,2022
Костанайская область,Other,"К/Х ""Закір""",1554391.1099999999,2021
Северо-Казахстанская область,Other,КХ Удача,1552078,2022
Северо-Казахстанская область,Other,КХ Грац А.А.,1550973.2,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Болашақ табыс""",1547156,2022
Костанайская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Халвай -II""",1544080.08,2020
Костанайская область,Other,"кх ""Валиуллин Рашид Рахматуллович""",1540993.76,2020
Северо-Казахстанская область,Other,"""""""ГЕРМЕС-СТАЦЕНКО"""" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ""",1538557.1400000001,2020
Северо-Казахстанская область,Other,"Крестьянское хозяйство ""Арайлым""",1536131.57,2021
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Леваш""",1534096.5,2021
Карагандинская область,Other,Крестьянское хозяйство Судариков,1533140.9,2020
Восточно-Казахстанская область,Other,"Крестьянское хозяйства ""Шыгыс""",1531032.91,2020
Акмолинская область,Other,"КХ ""Даулет""",1529537.43,2020
Северо-Казахстанская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ОПТИМУМ-ПЕТРО""""""",1517662.78,2020
Северо-Казахстанская область,Other,ФХ Эрсалды,1514999,2021
Акмолинская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Родник""",1513390,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""ТОО ""Азмаган""",1509821,2022
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Полтавка-2""",1503883.93,2021
Карагандинская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"VELESPLUS-2014""""""",1496335.56,2020
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Становое""",1495582.0599999998,2021
Северо-Казахстанская область,Other,КХ Никитенко Л.А.,1484716,2022
Северо-Казахстанская область,Other,КХ ДОС,1483177.38,2020
Восточно-Казахстанская область,Other,Крестьянское хозяйство Беловодье,1482847,2022
Северо-Казахстанская область,Other,"""ФЕРМЕРСКОЕ ХОЗЯЙСТВО """"ЕДИНСТВО"""" КОЛОМИЕЦ СЕРГЕЙ ИВАНОВИЧ""",1480318.51,2020
Костанайская область,Other,"к/х ""Алимгазин""",1478928.4300000002,2020
Костанайская область,AlemAgro,"КХ ""Лукашев В.М.""",1475242,2021
Костанайская область,Other,КХ Снежко Ю.Г.,1474310.8299999996,2021
Костанайская область,Other,"Крестьянское хозяйство ""Арман"" Дандыбаев М.А.",1469242.38,2020
Костанайская область,Other,"Крестьянское хозяйство ""АРМАН""",1467903,2022
Северо-Казахстанская область,AlemAgro,"КХ ""Элита""",1466297,2022
Костанайская область,Other,к/х Конюшин и К,1462151.3,2020
Северо-Казахстанская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"МАРИЯ СЕЛА КОРНЕЕВКА""""""",1459497.6,2020
Костанайская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"АЙДАЛА""""""",1454678.91,2020
Акмолинская область,Other,ОМАРОВ СЕРИК БУКЕЙХАНОВИЧ,1454019.9100000001,2020
Костанайская область,Other,"Крестьянское  хозяйство  ""Хусаинов  Батыр  Баяхметович""",1451640.72,2020
Восточно-Казахстанская область,Other,"Крестьянское хозяйства ""Шыгыс""",1443274,2022
Костанайская область,Other,"крестьянское хозяйство ""Айдар и К""",1438684.4900000002,2020
Западно-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Zhaina-KZ""",1434165,2022
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""YRKER-AGRO""",1431682.29,2021
Северо-Казахстанская область,Other,ФХ Вика,1430971.29,2020
Павлодарская область,Other,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА"" БАТ-PV""",1430212.5,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Рогов""",1429542.31,2021
Костанайская область,Other,ЯГУПОВ ВАЛЕРИЙ АЛЕКСЕЕВИЧ,1429540.05,2021
Павлодарская область,Other,"крестьянское  хозяйство  ""СоПут""",1427595.4,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Кред""",1423873,2022
Северо-Казахстанская область,Other,"КХ ""Гуменик В.Н.""",1419643.4899999998,2021
Костанайская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Костанай-Агро 2008""",1418732.5,2020
Костанайская область,Other,"к/х ""Лидия""",1416132.15,2021
Северо-Казахстанская область,Other,ФХ Зайда,1414841.4,2021
Костанайская область,Other,Индивидуальный предприниматель Крестьянское хозяйство Какимжанов Ерлан Сагындыкович,1413273,2022
Костанайская область,Other,"Крестьянское хозяйство "" Серик-С""",1412875.55,2021
Костанайская область,Other,КХ Карпенко Виталий Вячеславович,1408749.96,2021
Акмолинская область,Other,КХ ШОКҚАРАҒАЙ,1408000.87,2020
Акмолинская область,Other,"Простое Товарищество ""Таймас""",1407741,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Тұрмыс""",1406946.5,2021
Северо-Казахстанская область,Other,"КХ ""Арыстан""",1398225.94,2021
Костанайская область,Other,кх Мухамбетжанов Б.А.,1397168.09,2021
Северо-Казахстанская область,Other,"К/Х ""МАРИЯ""",1394721.4300000002,2021
Акмолинская область,Other,КХ Азамат,1393308,2022
Костанайская область,Other,К/Х АМАН,1391771.5,2020
Костанайская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Терра""",1391235.12,2021
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Первомайка Агро""",1388839,2022
Костанайская область,Other,"Крестьянское  хозяйство  ""Хусаинов  Батыр  Баяхметович""",1388366,2022
Костанайская область,Other,"КХ ""ИСТОК""",1386562.5,2020
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"АГРОМИР""""""",1385200.24,2020
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Шокқарағай - Дән""",1379255.58,2021
Северо-Казахстанская область,AlemAgro,"""""""ПРОМЕТЕЙ-АГРО"""" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ""",1378348.21,2020
Костанайская область,Other,"к/х ""Алимгазин""",1376995.2999999998,2021
Северо-Казахстанская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"АГРОХИМСНАБ""""""",1375000,2020
Костанайская область,Other,"крестьянское хозяйство ""Волочай Александр Григорьевич""",1373862.95,2021
Акмолинская область,Other,"КХ ""ТАНЮША""",1373621,2022
Костанайская область,AlemAgro,К.Х. Лукашев В.М.,1372364.4,2020
Восточно-Казахстанская область,Other,Крестьянское хозяйство Луч,1364459.94,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""СБМ Ясем""",1359932.14,2021
Северо-Казахстанская область,Other,"Крестьянское хозяйство ""Стефан""",1359183.92,2020
Костанайская область,Other,КХ Равинский Б. Е.,1357022,2022
Костанайская область,Other,"крестьянское хозяйство ""НАДЕЖДА""",1353125,2020
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Ер Агро""",1350452,2022
Северо-Казахстанская область,Other,КРЕСТЬЯНСКОЕ ХОЗЯЙСТВО МЕРК НАТАЛЬЯ ВИКТОРОВНА,1347934.78,2021
Костанайская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Соколовское-Агро""",1347290.83,2021
Восточно-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Батыр Агро""",1347099,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Аят Агро""",1346009.48,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Ебжанов и К Агро""",1345762.9000000001,2021
Северо-Казахстанская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ЖАНГАЛИ""""""",1344787.23,2020
Костанайская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Куат-Т1""",1335267.8599999999,2021
Северо-Казахстанская область,Other,"КХ ""Стимул""",1333023,2022
Костанайская область,Other,Светлакова Т,1332957.05,2020
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ВНП АГРО""""""",1328653.5699999998,2020
Северо-Казахстанская область,Other,"ФЕРМЕРСКОЕ ХОЗЯЙСТВО В ФОРМЕ ПРОСТОГО ТОВАРИЩЕСТВА ""БАДИ""",1324122.96,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Карымсаков и К""",1321099.58,2021
Костанайская область,Other,"КХ""Яценко А.В.""",1320414,2022
Акмолинская область,Other,"КХ в форме ПТ ""Уюмшил - 1""",1318581.7,2021
Костанайская область,Other,Светлакова Т,1317103.66,2021
Костанайская область,Other,"ИП ""Тобыл""",1314928.87,2021
Костанайская область,Other,"крестьянское хозяйство ""Диас""",1314482.69,2020
Северо-Казахстанская область,Other,КХ ДИНА,1312815.6199999999,2021
Павлодарская область,Other,"Товарищество с ограниченной ответственностью ""ASTAL AGRO""",1312607.2,2021
Костанайская область,AlemAgro,"Крестьянское хозяйство ""Жанахай""",1312500,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""ТӨРТ АТА""",1311224.62,2021
Северо-Казахстанская область,AlemAgro,"Крестьянское хозяйство ""Алекс""",1309398,2022
Акмолинская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"YRKER-AGRO""""""",1305404.02,2020
Костанайская область,Other,КХ Втюрин Владимир Сергеевич,1303743,2022
Северо-Казахстанская область,Other,"КХ ""Сагин""",1300812,2022
Павлодарская область,AlemAgro,"Товарищество с ограниченной ответственностью имени ""Абая""",1300674,2022
Костанайская область,Other,ИП Сванов Даркан Рашидович,1300302.5899999999,2020
Северо-Казахстанская область,Other,"Фермерское хозяйство в форме простого товарищества ""Достык""",1300217,2022
Костанайская область,Other,"Крестьянское хозяйство ""Тюлегенов Б.С.""",1297393,2022
Костанайская область,Other,"к/х  ""ҚАНАҒАТ - М""",1295598,2022
Жамбылская область,Other,"ШҚ ""Мақсат""",1289375,2021
Восточно-Казахстанская область,Other,Крестьянское хозяйство Беловодье,1287400.1500000001,2021
Северо-Казахстанская область,Other,"КХ ""Есперлi""",1286448,2022
Акмолинская область,Other,кх Абылайхан,1283042,2022
Костанайская область,AlemAgro,КХ Пфунт И.Ф.,1280496,2022
Северо-Казахстанская область,Other,"""ФХ """"МАКСАТ""""""",1277400.36,2020
Северо-Казахстанская область,Other,КХ М.Янко,1274120,2021
Северо-Казахстанская область,Other,"КХ ""Коротенко О.А.""",1272522.17,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Жаксы-нур-2""",1272089.28,2021
Северо-Казахстанская область,Other,"""Ф. Х"""" МАЯК""""""",1271857.2,2020
Северо-Казахстанская область,Other,КХ Цвек Галина Михайловна,1264556.17,2021
Северо-Казахстанская область,Other,К/Х АСХАТ    Тастемиров Рамазан Ахметжанулы,1263950,2021
Северо-Казахстанская область,Other,КХ Марат,1262464,2022
Карагандинская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ЖАНА АЙ""""""",1261942.53,2020
Костанайская область,Other,КХ Втюрин Владимир Сергеевич,1261245.17,2021
Акмолинская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Камагро""",1260898,2022
Костанайская область,Other,"Крестьянское  хозяйство  ""Хусаинов  Батыр  Баяхметович""",1260297.25,2021
Северо-Казахстанская область,Other,"КХ ""Айан""",1253720,2020
Акмолинская область,Other,КХ Намыс,1253247,2022
Костанайская область,Other,КХ Темиргалиев Н.К.,1250000,2020
Северо-Казахстанская область,Other,"К/Х ""Гоцак""",1247779.0899999999,2021
Северо-Казахстанская область,Other,"Фермерское хозяйство ""Жулдыз""",1241416.7799999998,2021
Костанайская область,Other,"Крестьянское хозяйство ""Ертай-Жер""",1240447.55,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""БАЗЭ-АГРО""",1238700,2022
Карагандинская область,Other,"Товарищество с ограниченной ответственностью ""Найдоровское""",1231200,2021
Костанайская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ЖАҢА - ТҰРМЫС""""""",1229040,2020
Павлодарская область,Other,"КХ ""Муталяп""",1228920,2021
Костанайская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Жанахай""",1228124.8,2021
Костанайская область,AlemAgro,КХ Якимова О.С.,1226066.8,2021
Костанайская область,Other,"""КХ """"ДЕМЕТРА""""""",1225729.55,2020
Северо-Казахстанская область,Other,"К/Х ""КРОНА""",1220911,2022
Северо-Казахстанская область,Other,КХ Марат,1220213.37,2021
Костанайская область,Other,ИП Agrotemir,1218811.26,2021
Северо-Казахстанская область,Other,"К/Х ""ГЕЯ"" ОРЛОВСКИЙ ВЛАДИМИР БРОНИСЛАВОВИЧ",1214245.5,2021
Северо-Казахстанская область,Other,"К/х ""Лик""",1212043.47,2021
Северо-Казахстанская область,AlemAgro,"""КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО """"КОЛОС""""""",1211885.74,2020
Акмолинская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Saghym-Biday GCK""",1210800,2022
Акмолинская область,Other,"""ЖАЙ СЕРІКТЕСТІК """"ТАЙМАС""""""",1209581.6,2020
Северо-Казахстанская область,Other,"КХ ""Болат-Улы""",1207057.07,2020
Северо-Казахстанская область,Other,кх Алма,1206408,2020
Северо-Казахстанская область,Other,"Фермерское хозяйство "" СоВА""",1204418,2022
Северо-Казахстанская область,Other,КХ Кенес,1202033.43,2020
Костанайская область,Other,"КХ ""Проданец С.В.""",1201899.11,2021
Костанайская область,Other,"КХ ""Лидер""",1197441.23,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""RICH NOMAD NORD""",1197410.8399999999,2021
Восточно-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Бобровка+""",1194477,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Агро-Хлеб""",1193351.4300000002,2021
Костанайская область,Other,"Крестьянское хозяйство ""Мустафин Нурлан Балдырганович""",1188333.83,2021
Карагандинская область,Other,КХ Лущак,1181520,2021
Костанайская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ЖАНАХАЙ""""""",1178125,2020
Костанайская область,Other,кх Финогенов,1176985,2022
Костанайская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Жамбаскол""",1171021.43,2021
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Донецкое коллективное хозяйство""",1169142,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Гермес-Стаценко""",1168428.31,2021
Северо-Казахстанская область,Other,КХ Жолдасбаев,1165877.1,2021
Жамбылская область,Other,"Товарищество с ограниченной ответственностью ""Казахский научно-исследовательский институт земледелия и растениеводства""",1164250,2020
Костанайская область,Other,ИП Сванов Даркан Рашидович,1163137,2022
Костанайская область,Other,"ИП ""Туған Жер""",1163025,2022
Северо-Казахстанская область,Other,"Крестьянское хозяйство ""Стефан""",1161084,2022
Костанайская область,Other,"Крестьянское хозяйство ""Самородов Владимир Владимирович""",1159570,2022
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ПРОФЕССИОНАЛ АГРО""""""",1159488,2020
Костанайская область,Other,кх Ансар,1158927,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Сейдахметов и К""",1158724.22,2021
Акмолинская область,Other,"Крестьянское хозяйство ""Беккожа""",1156959.01,2021
Костанайская область,Other,КХ Равинский Евгений Борисович,1155015,2022
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Сапар-2000""",1146228.34,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Житница""",1143722,2022
Северо-Казахстанская область,Other,"""ФЕРМЕРСКОЕ ХОЗЯЙСТВО В ФОРМЕ ПРОСТОГО ТОВАРИЩЕСТВА """"ДОСТЫК""""""",1142633.7899999998,2020
Костанайская область,Other,"кх ""Гульмира""",1141538.07,2021
Костанайская область,Other,Крестьянское хозяйство Матюшенко Валерий Петрович,1140849.4400000002,2021
Павлодарская область,Other,"Крестьянское хозяйство ""Ткачук""",1140183.12,2021
Акмолинская область,Other,"КХ ""БЕКБОТОВ""",1137923,2022
Карагандинская область,Other,"Крестьянское хозяйство ""Жатва""",1137240,2022
Костанайская область,Other,"КХ ""Кобченко Андрей Андреевич""",1135681.23,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Агрофирма Весна""",1135619.97,2021
Костанайская область,Other,ОНЕСТЮК ЛЕОНИД ПАВЛОВИЧ,1133622.24,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Мальцево""",1125239.9,2021
Костанайская область,Other,КХ  Шапагат,1125000.1,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""ДН- ТехноСервис""",1122530.5,2021
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""ИвановкаАгроСевер""",1121765.75,2021
Акмолинская область,Other,Кх Елена,1119071,2022
Костанайская область,Other,"ШК ""АЯН""",1118805.82,2021
Костанайская область,Other,КХ Утегенова Бакытжамал Сермухановна,1118037.21,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Становое""",1117975.9,2021
Костанайская область,Other,КХ ГРИБАК,1115808,2022
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Светлый Джарколь""",1115400,2022
Акмолинская область,Other,"кх ""Денис""",1114949.27,2020
Северо-Казахстанская область,Other,ВАГНЕР АНДРЕЙ ГЕНРИХОВИЧ,1114947,2020
Костанайская область,Other,"Крестьянское хозяйство ""Алие Магомед Гаджиевич""",1112730,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""ҮМІТ- 2021""",1109851,2022
Северо-Казахстанская область,Other,"Крестьянское хозяйство ""Иванов Г.С.""",1107723.77,2021
Костанайская область,Other,"К/Х ""Уміт""",1106238,2022
Костанайская область,Other,"кх ""Гульмира""",1104958.73,2020
Костанайская область,Other,кх Жуковка,1104282,2022
Северо-Казахстанская область,Other,ф/х Амина,1104169.05,2020
Костанайская область,Other,"КХ ""ВЕСНА""",1100649.56,2021
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Агрохимснаб""",1093750,2021
Карагандинская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"УРОЖАЙНОЕ-2050""""""",1093605.27,2020
Костанайская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"АКТАС""""""",1089179,2020
Алматинская область,Other,"Товарищество с ограниченной ответственностью ""Казахский научно-исследовательский институт земледелия и растениеводства""",1087954.61,2020
Северо-Казахстанская область,Other,"КХ ""Пана""",1086144.21,2021
Костанайская область,Other,КХ Ибраева А.Т,1085511,2022
Акмолинская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"БАЙДАЛЫ""""""",1085250,2020
Северо-Казахстанская область,AlemAgro,"""""""ПОЛТАВСКОЕ"""" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ""",1082988,2020
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ТАМАНСКОЕ""""""",1082419,2021
Костанайская область,Other,"Крестьянское хозяйство ""Майбасова Зарина Магомедовна""",1082140,2022
Костанайская область,Other,"Крестьянское хозяйство ""Аникин Сергей Николаевич""",1079093.6,2020
Костанайская область,Other,КХ Кравец Сергей Яковлевич,1078926.7,2021
Акмолинская область,Other,кх Айжан,1078771.57,2021
Восточно-Казахстанская область,AlemAgro,Крестьянское хозяйство Луч,1076168,2020
Восточно-Казахстанская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"СФ ПЕСЧАНКА""""""",1075000,2020
Костанайская область,Other,"КХ ""Кучербаев """,1073294,2022
Северо-Казахстанская область,Other,К/Х Елим,1069114.97,2020
Павлодарская область,Other,"КХ ""АГРО""",1066071,2022
Костанайская область,Other,"крестьянское хозяйство ""Диас""",1063643.9100000001,2021
Костанайская область,Other,"КХ Богданов Н.В,",1061640.75,2021
Костанайская область,Other,"Крестьянское хозяйство ""ЭРЗИ""",1060151.72,2020
Костанайская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ЖАНАХАЙ""""""",1057923.28,2021
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Химик""",1055556,2022
Акмолинская область,Other,"кх ""Сымбат""",1054089,2022
Костанайская область,Other,КХ Павенко В.В.,1048265.46,2021
Костанайская область,Other,"КХ ""Кучербаев """,1046398.6,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""АгротехПролетарское""",1045446.4299999999,2021
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Сарыозек Агро""",1044196,2022
Костанайская область,Other,кх Виктор,1043512,2021
Северо-Казахстанская область,Other,"КХ ""Прибрежное""",1042142.5,2021
Северо-Казахстанская область,Other,"КХ ""Широкое""",1042142.5,2021
Костанайская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"АГРОСТЕПЬ""""""",1038966.06,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Кулик Н.П.""",1036800,2021
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Амангельды - Есиль""",1033928,2021
Акмолинская область,Other,"КХ ""Берик""",1029640,2022
Северо-Казахстанская область,AlemAgro,"к/х ""Елим""",1026369,2022
Костанайская область,Other,КХ Кравец Сергей Яковлевич,1024666.1199999999,2020
Акмолинская область,Other,КХ ШОКҚАРАҒАЙ,1024100,2021
Северо-Казахстанская область,Other,Крестьянское хозяйство Ромазанов К.Б.,1022468.75,2020
Северо-Казахстанская область,Other,"КХ ""Казбек""",1022072.5,2020
Костанайская область,Other,К/Х Злак,1021427,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""КАРАТ-ДАН-СК""",1020309,2021
Костанайская область,Other,Крестьянское хозяйство Доненбаева Камшат Байгазиновна,1016832.38,2021
Восточно-Казахстанская область,Other,"КХ ""Сункар""",1015436.6400000001,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Мансур""",1012633.09,2021
Костанайская область,Other,"крестьянское хозяйство ""Еслямгалиев Конысбай Кабдуалиевич""",1011676,2020
Костанайская область,Other,"КХ ""Кучербаев """,1005993.25,2020
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Агрофирма ""Өнім""",1004865,2022
Костанайская область,AlemAgro,"КХ ""Нурлан""",1000994,2022
Северо-Казахстанская область,Other,кх Тлек,1000287.5,2021
Костанайская область,Other,"КХ ""Арнур""",999721.4,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""ҚАЛЫН ОРМАН""",998801.2,2021
Костанайская область,Other,"КХ ""Макаев Муслим Русланович""",997497,2020
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""КАРАЖАР-2015""",996727,2022
Северо-Казахстанская область,Other,Товарищество с ограниченной ответственностью Егінді Жер,995420,2022
Акмолинская область,Other,"КХ ""Жайсан""",994801,2022
Костанайская область,Other,"Крестьянское хозяйство ""ХАЖИЕВ КУРГАНБЕК МАГУМОВИЧ""",994289,2021
Карагандинская область,Other,"КХ ""Тонус""",992616.78,2020
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""КВАРТА-1""",990544,2020
Костанайская область,Other,"кх ""Кукаев М.К.""",990339.0700000001,2021
Костанайская область,Other,Крестьянское хозяйство Бугайко Александр Алексеевич,988575.75,2020
Акмолинская область,Other,"КХ ""Гульдана""",987324,2022
Северо-Казахстанская область,Other,"""ФЕРМЕРСКОЕ ХОЗЯЙСТВО """"ДИҚАНШЫ""""""",986383.48,2020
Костанайская область,Other,"КХ""Иманбаева Г.С.""",984283,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Рощинск 2018""",982890,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Scandinavia Trans Motors Group""",978700,2022
Северо-Казахстанская область,Other,"ФЕРМЕРСКОЕ ХОЗЯЙСТВО "" БАХЫТ""",978641.95,2021
Костанайская область,Other,"КХ""Третьяк Л.Я.""",978091.0700000001,2020
Северо-Казахстанская область,Other,"Крестьянское хозяйство""САМАТ""",975941.94,2020
Павлодарская область,AlemAgro,КХ Нур,975434,2022
Костанайская область,Other,КХ Абдрахманов Ж.Ж.,969716.3999999999,2020
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Агростепь""",965395,2022
Карагандинская область,Other,крестьянское хозяйство Спектр,964375,2021
Костанайская область,Other,"КХ ""Тулпар""",962294.28,2020
Северо-Казахстанская область,Other,"К/х ""Лик""",953907.26,2020
Северо-Казахстанская область,Other,"Крестьянское (фермерское) хозяйство ""Колос""",952194,2022
Костанайская область,Other,КХ Исмагулова Т.А.,951541.42,2021
Акмолинская область,Other,"Сельский производственный кооператив ""КЫПШАК""",946682,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью Исаковка-Агро""",946042.5,2021
Акмолинская область,Other,"ПТ ""САЯТ""",945720,2022
Северо-Казахстанская область,AlemAgro,АБИЛЬМАЖИНОВ БОЛАТ ТЕКЕБАСОВИЧ,938663,2022
Костанайская область,Other,ЛЁГКИЙ АНДРЕЙ ВАСИЛЬЕВИЧ,938528.05,2020
Северо-Казахстанская область,Other,"КХ ""Александр""",937500,2020
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Агростепь""",936173.1099999999,2021
Северо-Казахстанская область,Other,"Фермерское хозяйство "" СоВА""",933732.15,2021
Акмолинская область,Other,"КХ ""Даулет""",930434.5,2021
